0,693055
0.01,67569
2.891,688777
4.55,688771
9.498,1093
10.068,1740
11.637,65631
11.644,4330
12.195,688771
15.335,406706
15.36,1001
16.682,3721
17.297,65626
17.904,382092
19.529,805479
19.739,78933
19.783,1485728
20.231,1679976
20.519,137592
20.559,264999
20.655,1612136
20.929,1542770
21.098,1411470
22.685,1346609
23.747,393010
25.984,1490140
28.48,1372072
30.731,1285823
33.231,1304821
36.981,1350421
39.231,1666138
39.404,415065
41.73,1760338
43.982,1762847
46.481,1752169
49.98,1726006
52.481,1762870
53.487,405560
54.729,1767137
59.399,1719312
65.231,1748599
70.23,1752422
76.23,1679042
80.731,1726320
81.334,395229
86.73,1565926
91.232,1630606
97.245,1682240
101.98,1655144
107.979,1487303
108.144,404961
113.48,1730578
118.199,1760525
123.799,1747265
128.482,1724265
134.231,1683508
139.979,1794000
140.173,370401
144.73,1725813
150.48,1750144
155.487,1791252
160.491,1694278
166.48,1705007
171.4,1692431
171.665,384495
177.481,1758382
182.23,1732578
187.985,1773639
193.48,1751953
197.999,1771370
198.171,386983
203.953,1802311
208.501,1799976
214.45,1752319
220.229,1777184
224.95,1734792
230.73,1768457
230.907,376666
235.73,1767928
243.179,1798088
247.68,1738504
253.679,1614228
258.201,1700631
264.185,1757390
264.379,377353
268.931,1725533
274.93,1773546
279.68,1774767
285.679,1646352
291.086,1413732
291.227,385358
295.929,1452628
301.089,1549943
307.179,1725421
312.1,1666412
317.679,1726983
322.25,1733901
322.432,383531
328.182,1700501
333.929,1757688
338.431,1780058
344.299,1749926
349.181,1787611
349.357,382779
355.179,1758666
359.681,1762835
365.649,1640442
370.181,1705612
375.8,1752405
381.102,1758077
381.271,386348
387.179,1801309
392.68,1747755
397.436,1710589
403.18,1753125
407.93,1763210
413.68,1750895
413.874,385484
418.43,1674431
424.43,1762862
428.999,1769569
434.93,1773251
439.849,1676442
440.02,405721
445.433,1669025
451.113,1643327
455.683,1603936
461.119,1628849
466.43,1725383
472.179,1715150
472.37,396127
476.931,1639461
482.93,1675615
488.68,1671686
493.184,1639179
499.18,1592581
503.9,1637200
504.129,387897
509.43,1757053
515.179,1600200
520.679,1508116
525.254,1731959
531.129,1584509
531.303,369817
535.75,1747073
541.131,1764597
546.6,1760917
552.18,1763762
557.929,1771054
562.43,1617787
562.597,381536
568.429,1756697
572.93,1769154
578.929,1820471
584.43,1653486
589.18,1737019
589.35,393421
594.93,1654457
600.679,1673691
605.4,1756497
611.144,1767041
616.68,1764362
621.147,1734629
621.326,385499
627.18,1742181
631.999,1754463
637.929,1761251
642.429,1764154
648.431,1706245
653.349,1493231
653.516,372329
658.929,1462968
663.681,1759787
669.431,1676546
675.181,1762192
679.95,1725581
680.118,387883
685.679,1690998
690.43,1751169
696.431,1583381
701.156,1692024
707.18,1617036
711.799,1757611
712.002,366738
717.184,1667100
723.183,1750390
728.179,1727706
732.932,1764975
738.929,1762463
744.68,1666212
744.853,370969
749.25,1763725
755.178,1636337
760.099,1695841
765.678,1651517
770.251,1678528
770.409,369087
776.182,1666211
781.167,1682110
786.682,1657124
792.433,1630330
797.932,1669826
802.449,1623556
802.613,379574
808.182,1660966
812.949,1716071
818.931,1667017
823.799,1628560
829.679,1669992
829.85,389605
834.3,1658884
839.93,1691492
845.679,1681551
850.679,1767719
856.43,1772487
861.178,1721794
861.35,388318
866.93,1678173
872.679,1685951
877.35,1724596
882.18,1623555
887.849,1692894
893.68,1680851
893.845,399887
898.349,1589164
904.181,1556408
909.929,1618954
914.801,1748222
919.679,1648985
919.853,240984
925.679,1762035
930.2,1836805
936.155,1970670
1012.382,689448
1012.549,688708
1012.711,1584182
1012.998,1722629
1013.421,1694427
1021.195,1722165
1022.6,1679976
