0,197685
0.004,67118
0.29,194741
0.32,2964
0.361,65568
0.503,468748
0.579,2097180
9.794,65626
11.741,65626
12.24,2977
12.253,391857
12.827,653446
15.88,597231
19.808,66276
20.455,645437
21.313,65563
22.09,673645
23.727,58038
24.135,1021657
24.693,77468
24.734,1915901
24.946,186415
24.999,1459286
25.188,383955
25.241,1633064
25.486,1862275
28.552,2097249
30.871,477620
33.727,1795035
43.147,2097243
57.302,1609121
57.477,443121
63.156,1466982
68.302,1602659
73.159,2097243
83.162,1982343
83.345,455301
94.309,2009809
103.302,2097249
108.052,1834727
113.802,1713251
113.974,453671
118.551,2097243
123.051,2097861
128.551,1474547
133.305,1636368
144.374,1822758
144.648,459755
154.624,2097243
164.9,1616884
169.374,2097266
179.124,2017908
179.354,453062
184.875,2097249
189.874,2097243
198.874,2097243
204.874,1365772
205.02,464078
209.374,2097243
220.124,1417184
225.125,1735771
229.875,2022939
230.059,454631
239.875,2097243
249.124,1790307
254.874,2001769
259.874,1904674
260.046,457009
269.375,2097249
277.627,1811702
285.625,1340219
290.373,1499391
294.876,1785730
295.051,473579
300.626,1849589
310.124,1824924
314.623,2097243
323.874,2097266
324.093,491781
333.198,2097243
339.625,1393381
345.624,2097249
353.203,2094310
353.422,484817
360.374,2097243
369.376,1902638
375.374,2097243
383.123,1413249
383.286,447821
390.373,1803864
395.124,2046664
405.625,1858813
414.876,2097243
415.098,443733
425.375,1510890
434.874,1938496
445.624,2097867
445.801,457627
454.125,2097243
463.624,1746874
470.377,1885279
470.549,479968
480.124,2097243
488.126,2063014
499.626,2097266
499.846,462548
509.875,1367657
514.627,2097243
519.624,2097243
524.379,1390667
530.374,1777206
535.874,1661938
536.043,458018
545.374,2097279
554.875,1342687
560.625,1795411
565.125,2002080
565.296,444523
570.129,2036146
575.124,1757666
579.873,2097243
584.624,1286870
590.873,1789566
595.126,1838196
595.318,439171
600.874,1429236
605.624,2097279
610.124,2097243
613.873,1660353
620.624,1403182
625.375,2097266
625.594,469589
633.244,2097243
640.125,1486498
644.875,1471223
650.624,1386847
655.623,1674515
655.795,438629
664.874,1938134
675.625,2097279
680.387,1969916
685.125,1974943
685.376,409748
690.873,2097266
694.374,2097243
699.123,1556807
705.873,2097243
709.374,2097243
715.123,678586
