0,339210
0.003,66863
3.05,337002
3.737,70922
4.164,711680
4.819,147477
4.896,1048604
14.286,4861
15.864,337008
16.267,301101
17.312,505914
17.314,4191
18.219,48673
18.884,936180
22.523,65631
22.589,104054
22.637,179159
22.692,1375836
22.849,325098
23.158,1521159
23.324,1424740
25.857,514365
27.158,1526767
32.105,1484846
37.105,1521559
41.61,504929
41.67,1426444
46.398,1582415
51.354,1600311
56.356,503792
56.423,1450387
61.104,1470335
65.855,1526966
71.605,520220
71.673,1952157
78.606,1437751
82.996,1488536
85.604,503800
87.856,1599057
93.003,1581900
98.356,2073970
100.608,520955
105.106,1364464
116.107,1475876
126.121,1393204
126.329,495861
136.752,1576453
146.105,1645045
157.856,1332098
158.447,471052
168.455,1407460
176.374,1444338
186.366,1574245
190.366,494855
198.366,1578506
208.366,1495056
218.38,2013061
220.366,517925
232.365,1566650
242.366,1444707
249.953,480693
252.197,1435264
263.374,1378048
271.366,1607076
281.365,472599
283.365,2000533
295.365,1455858
305.367,1558228
311.367,478899
315.366,1456095
325.365,1413111
335.365,1980147
341.366,487709
351.369,1996437
365.366,1822818
371.366,530461
379.365,1487009
389.365,1406539
399.365,1559788
401.366,508569
409.366,2083025
423.367,1405190
431.367,504321
433.367,1540424
443.365,1491503
453.366,2005827
463.385,541505
469.367,1991980
484.369,1757775
