0,1132380
0.004,68019
1.055,786529
7.879,4862
10.384,4812
10.388,65663
11.259,4759
11.261,4214
11.264,65626
12.71,191054
14.076,191048
14.94,235808
16.785,346373
17.806,655956
20.321,80042
20.465,128651
20.63,847572
20.751,249467
20.804,2095274
21.133,2097272
24.382,386312
36.126,2097243
40.733,2097243
45.373,2097243
50.123,2097243
50.326,388242
56.125,2097243
60.624,2069879
67.68,1735932
72.124,1926581
76.874,1855966
77.082,499528
81.874,1475792
87.624,1657431
92.123,2097249
95.623,2097243
100.379,1348846
102.876,2097243
106.374,2097243
109.877,1293700
112.127,2097891
116.623,2097243
120.123,1268745
120.276,496843
122.626,2097243
125.873,2097266
130.373,2097243
134.874,2097243
139.626,2097249
145.372,2097243
150.754,2097243
155.623,2097243
159.125,1839336
159.294,377066
162.874,2097891
166.372,2097243
170.758,1344316
173.378,2097243
176.873,2097266
180.373,1300996
182.872,2097243
186.373,2097249
190.763,1347963
190.938,417774
193.624,2097243
196.873,2097243
200.373,1414836
202.873,2097891
206.623,2097243
210.296,1379758
213.626,2097266
217.124,2097243
220.624,1379700
220.798,480099
223.122,2097249
227.623,2097243
230.768,1298989
233.123,2097243
237.944,2097243
242.123,2097243
246.624,2097891
250.194,1621085
253.626,2097243
257.123,2097266
257.346,420713
261.873,2097243
265.593,1831405
268.874,2097243
272.623,2097249
276.379,1293713
278.876,2097243
282.373,2097243
285.893,2097243
290.441,1877987
290.646,382748
293.876,2097273
297.373,2097243
302.123,2097266
305.627,1593326
309.125,2097243
312.623,2097243
316.128,1320312
319.625,2097249
319.836,379095
323.125,2097243
326.625,1327815
329.129,2097248
333.632,2097856
337.125,2097273
341.625,2097243
346.373,1431580
348.624,2097243
348.853,387586
353.373,2097243
358.124,2097249
362.626,2097243
367.125,1393909
369.626,2097243
372.874,2097248
377.623,2097856
380.794,1755758
380.971,506473
384.373,2008788
389.124,1701890
394.628,2097243
399.125,2097243
402.625,2097249
405.944,1770278
409.373,2097243
413.875,2097243
417.374,1320413
419.877,2097856
420.203,498348
423.373,2097273
428.124,2097243
431.843,1844046
435.125,2097243
438.623,2097243
443.125,1346118
445.626,2097249
449.123,2097243
452.623,1343774
454.876,2097243
458.376,2097248
458.734,492858
462.873,1370821
465.125,2097273
468.625,2097243
473.373,1339927
474.624,2097243
479.372,2097243
483.123,2097243
486.442,1919062
489.873,2097249
493.624,2097243
498.372,1344842
500.626,2097248
500.842,499323
504.122,2097273
508.623,1375323
510.833,2097266
514.373,2097243
518.123,1349677
520.373,2097243
524.123,2097243
528.623,2097249
533.122,2097243
537.375,1393377
540.843,2097248
541.067,506597
545.874,2051730
550.625,2097243
554.123,2097266
558.622,1302681
560.848,2097243
565.375,2097243
568.873,2097243
572.376,1684282
575.874,2097249
580.623,2097243
580.827,494868
583.875,2097248
588.623,1683308
590.853,2097252
595.623,2097264
598.872,2097243
602.376,1732359
605.874,2097243
610.374,2097243
614.876,2097243
618.392,1727759
618.563,493563
620.873,2097249
625.623,2097243
629.125,1292940
631.625,2097856
634.873,2097252
638.623,1390070
641.124,2097243
645.873,2097266
649.374,1382936
651.877,2097243
655.374,2097243
659.124,1366028
659.243,495358
661.623,2097249
665.123,2097243
669.874,2097248
673.126,1646506
676.624,2097252
680.866,2097264
684.875,2097243
688.378,1829849
691.874,2097243
696.623,2097243
696.827,396331
702.623,1493075
707.373,2097243
710.87,2097249
714.373,1393577
716.874,2097248
720.376,2097856
725.125,1348583
727.625,2097243
730.872,2097266
731.113,416335
734.592,1363966
737.876,2097243
740.874,2097243
745.123,1323198
747.375,2097243
750.877,2097249
755.374,1316483
757.876,2097248
758.056,387523
762.373,1917118
767.123,1838435
772.875,1690245
777.623,2091291
782.373,2017380
787.123,2097243
787.367,499431
791.872,2033297
797.876,1677332
802.373,2097249
807.373,2097243
812.123,1999588
817.873,2097856
822.373,2097273
825.941,2097266
830.623,1374243
830.763,407662
832.894,2097243
836.373,2097243
840.891,1328956
843.201,2097243
846.623,2097243
850.874,1360956
853.124,2097249
858.124,2097248
858.207,504115
861.874,2097856
865.524,1576186
868.885,2097266
872.373,2097243
876.884,2097243
880.194,1657394
883.878,2097243
888.38,2097243
891.873,2097243
895.408,1498532
898.878,2097249
899.098,486758
902.624,2097248
907.372,2097243
911.874,2097856
916.623,2097273
920.904,2097266
926.042,1321261
928.374,2097243
933.125,2097243
937.624,2097243
937.843,490834
940.907,2097243
945.644,1290237
949.375,2085618
953.873,2097254
958.624,2097856
963.124,2097273
967.874,2097266
972.624,2097243
976.093,1840486
979.626,2097243
979.799,478720
982.874,2097243
987.625,1271057
988.875,2097243
993.623,2097243
997.122,2097243
1000.872,1847008
1004.375,2097254
1008.872,2097856
1012.373,2097273
1017.123,2097266
1017.332,493315
1022.875,2097243
1027.623,2097243
1032.623,2097243
1036.126,1786753
1039.625,2097243
1044.372,2097243
1048.872,2097243
1054.375,2097243
1059.124,2097243
1059.342,495882
1063.873,2097867
1067.623,2097273
1071.993,1373265
1075.376,2097243
1078.873,2097243
1083.378,2097243
1088.123,2097243
1092.874,2097243
1097.375,1293740
1099.873,1946410
1100.066,497058
1105.682,1911941
1110.129,1786877
1114.873,1843297
1120.874,1754059
1125.638,1638887
1130.381,1842711
1135.129,1621705
1140.874,1710441
1141.015,493882
1145.373,1735698
1150.123,2097249
1154.874,2097243
1158.626,1365715
1160.877,2044194
1165.626,1535209
1170.374,1291775
1176.124,1700760
1180.874,1374556
1181.044,489069
1185.374,1450925
1191.043,1495820
1195.636,1342719
1201.046,1263561
1205.877,1295903
1211.049,1856179
1216.125,1693777
1220.623,2097867
1221.629,270582
1227.126,2097296
1231.052,2097243
1234.738,2097243
1239.476,1965241
1247.229,362110
